[stage1] city=porto trajs=200000 roads=154144 batch=32 layers=4 bf16=True device=cuda
epoch 1 step 011350  total 0.2362  mgm 0.0037  contrast 0.2289  next 0.0035  lr 2.12e-04
epoch 1 step 011400  total 0.1951  mgm 0.0029  contrast 0.1888  next 0.0033  lr 2.12e-04
epoch 1 step 011450  total 0.2484  mgm 0.0016  contrast 0.2448  next 0.0020  lr 2.11e-04
epoch 1 step 011500  total 0.2153  mgm 0.0020  contrast 0.2108  next 0.0025  lr 2.10e-04
epoch 1 step 011550  total 0.2555  mgm 0.0016  contrast 0.2520  next 0.0019  lr 2.10e-04
epoch 1 step 011600  total 0.2575  mgm 0.0010  contrast 0.2548  next 0.0018  lr 2.09e-04
epoch 1 step 011650  total 0.3024  mgm 0.0024  contrast 0.2967  next 0.0032  lr 2.08e-04
epoch 1 step 011700  total 0.2748  mgm 0.0035  contrast 0.2669  next 0.0044  lr 2.08e-04
epoch 1 step 011750  total 0.2163  mgm 0.0052  contrast 0.2049  next 0.0062  lr 2.07e-04
epoch 1 step 011800  total 0.2885  mgm 0.0015  contrast 0.2843  next 0.0027  lr 2.06e-04
epoch 1 step 011850  total 0.2724  mgm 0.0037  contrast 0.2644  next 0.0043  lr 2.06e-04
epoch 1 step 011900  total 0.3106  mgm 0.0025  contrast 0.3043  next 0.0037  lr 2.05e-04
epoch 1 step 011950  total 0.2597  mgm 0.0016  contrast 0.2552  next 0.0029  lr 2.04e-04
epoch 1 step 012000  total 0.2115  mgm 0.0020  contrast 0.2072  next 0.0023  lr 2.03e-04
epoch 1 step 012050  total 0.2493  mgm 0.0017  contrast 0.2445  next 0.0031  lr 2.03e-04
epoch 1 step 012100  total 0.2305  mgm 0.0022  contrast 0.2259  next 0.0025  lr 2.02e-04
epoch 1 step 012150  total 0.2104  mgm 0.0028  contrast 0.2045  next 0.0032  lr 2.01e-04
epoch 1 step 012200  total 0.2753  mgm 0.0076  contrast 0.2624  next 0.0053  lr 2.01e-04
epoch 1 step 012250  total 0.2342  mgm 0.0024  contrast 0.2284  next 0.0035  lr 2.00e-04
epoch 1 step 012300  total 0.2035  mgm 0.0024  contrast 0.1989  next 0.0022  lr 1.99e-04
epoch 1 step 012350  total 0.2099  mgm 0.0030  contrast 0.2023  next 0.0047  lr 1.98e-04
epoch 1 step 012400  total 0.2385  mgm 0.0016  contrast 0.2342  next 0.0027  lr 1.98e-04
epoch 1 step 012450  total 0.2366  mgm 0.0025  contrast 0.2301  next 0.0040  lr 1.97e-04
epoch 2 step 012500  total 0.1874  mgm 0.0018  contrast 0.1833  next 0.0023  lr 1.96e-04
epoch 2 step 012550  total 0.2461  mgm 0.0108  contrast 0.2276  next 0.0076  lr 1.96e-04
epoch 2 step 012600  total 0.2502  mgm 0.0027  contrast 0.2443  next 0.0032  lr 1.95e-04
epoch 2 step 012650  total 0.2261  mgm 0.0017  contrast 0.2218  next 0.0025  lr 1.94e-04
epoch 2 step 012700  total 0.3173  mgm 0.0048  contrast 0.3057  next 0.0069  lr 1.93e-04
epoch 2 step 012750  total 0.1813  mgm 0.0032  contrast 0.1720  next 0.0060  lr 1.93e-04
epoch 2 step 012800  total 0.2442  mgm 0.0026  contrast 0.2383  next 0.0034  lr 1.92e-04
epoch 2 step 012850  total 0.1970  mgm 0.0026  contrast 0.1914  next 0.0030  lr 1.91e-04
